OTU	L._stoechas_Summer_a	L._stoechas_Summer_b	L._stoechas_Summer_c	L._stoechas_Winter_a	L._stoechas_Winter_b	L._stoechas_Winter_c	C._incanus_Summer_a	C._incanus_Summer_b	C._incanus_Summer_c	C._incanus_Winter_a	C._incanus_Winter_b	C._incanus_Winter_c	A._unedo_Summer_a	A._unedo_Summer_b	A._unedo_Summer_c	A._unedo_Winter_a	A._unedo_Winter_b	A._unedo_Winter_c	P._latifolia_Summer_a	P._latifolia_Summer_b	P._latifolia_Summer_c	P._latifolia_Winter_a	P._latifolia_Winter_b	P._latifolia_Winter_c	P._lentiscus_Summer_a	P._lentiscus_Summer_b	P._lentiscus_Summer_c	P._lentiscus_Winter_a	P._lentiscus_Winter_b	P._lentiscus_Winter_c	M._communis_Summer_a	M._communis_Summer_b	M._communis_Summer_c	M._communis_Winter_a	M._communis_Winter_b	M._communis_Winter_c	Q._coccifera_Summer_a	Q._coccifera_Summer_b	Q._coccifera_Summer_c	Q._coccifera_Winter_a	Q._coccifera_Winter_b	Q._coccifera_Winter_c	M._officinalis_Summer_a	M._officinalis_Summer_b	M._officinalis_Summer_c	M._officinalis_Winter_a	M._officinalis_Winter_b	M._officinalis_Winter_c
OTU_1093	0	0	11	12	0	0	0	3	0	1	0	0	8	32	1	0	0	0	0	0	14	9	0	0	12	0	2	0	0	32	0	0	1	0	7	0	0	0	0	1	0	0	2	18	1	4	0	0
OTU_1094	1	14	0	1	0	0	0	16	0	1	1	3	13	4	1	0	0	1	2	34	2	0	0	2	8	0	0	0	1	0	0	0	18	0	0	1	0	0	0	1	0	0	5	23	17	0	0	1
OTU_1087	0	0	2	0	0	0	7	2	4	6	10	3	0	15	0	0	0	3	1	10	0	1	0	6	3	0	3	4	0	0	2	4	0	7	0	0	1	9	1	0	0	1	40	2	18	0	0	7
OTU_1089	0	2	0	5	0	1	0	11	7	0	0	0	12	16	1	0	1	0	0	0	2	1	0	1	13	0	2	0	1	0	1	0	12	2	0	0	0	2	0	0	1	0	4	53	19	0	0	2
OTU_1090	1	12	0	5	4	6	5	2	3	2	0	3	4	1	1	1	0	0	0	3	2	20	43	1	1	7	1	0	0	2	2	2	1	0	0	0	0	1	4	5	15	2	0	0	1	7	2	0
OTU_1091	0	0	0	0	1	0	1	0	0	0	10	11	0	1	8	1	0	2	6	6	0	0	38	6	1	0	0	0	1	0	0	0	0	5	3	51	0	0	9	2	0	0	0	1	0	5	3	0
OTU_1084	0	0	0	0	0	0	0	2	6	0	0	0	2	0	0	0	0	0	0	0	0	21	0	34	0	0	4	21	5	0	0	0	1	0	0	0	0	0	0	0	37	5	1	4	0	13	2	15
OTU_1085	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	29	0	28	60	24	21	0	0	0	0	1	0	0	0	0	0	1	3	4	0	0	0	0	0	0	0	0	0	0	0
OTU_1086	0	0	0	0	0	0	0	0	4	0	108	10	0	44	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	2
OTU_1080	1	11	0	0	0	0	1	0	2	5	0	22	0	0	0	0	0	1	4	0	4	0	0	1	0	4	1	0	2	0	2	0	1	0	1	1	102	0	1	1	0	0	0	1	1	0	0	4
OTU_1081	0	0	0	0	0	0	5	0	0	2	0	0	0	6	1	0	0	0	5	0	0	2	0	2	3	0	0	3	0	71	0	0	1	26	0	0	0	13	0	8	0	12	1	3	0	6	2	2
OTU_1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	17	7	7	11	0	4	0	1	0	0	33	0	1	0	0	0	72	9	5	0	0	0	0	1	2
OTU_1083	0	18	11	0	79	0	0	0	0	0	0	0	1	1	0	12	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	10	14	5	7	1
OTU_1068	0	0	0	0	0	55	0	6	0	0	0	3	7	0	2	0	0	0	29	1	30	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	9	1	2	1	0	0	0	0	1	2	0	18
OTU_1073	6	0	0	0	0	0	0	1	3	0	0	0	4	12	0	14	0	19	0	4	3	3	0	6	9	4	6	1	0	1	7	0	2	49	0	6	2	1	0	0	3	0	5	0	2	1	1	0
OTU_1074	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	59	0	0	0	0	3	1	44	0	0	0	0	0	0	0	9	0	0	0	45	0	0	0	0	0	0	0
OTU_1075	0	0	0	2	0	0	16	14	0	12	4	8	0	37	10	0	0	1	17	0	0	2	0	3	0	0	0	0	1	0	6	0	8	18	0	0	2	0	0	3	6	0	3	0	1	0	1	0
OTU_1076	0	20	0	0	14	0	0	3	17	0	0	0	10	5	0	0	0	0	0	0	0	21	0	0	23	1	0	0	0	0	8	0	0	0	1	0	15	0	2	0	0	0	14	10	11	0	0	0
OTU_1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	33	0	0	33	0	0	16	0	1	0	15	0	0	0	0	0	0	0	0	16	51	0	0	0	0	0	0	0
OTU_1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	148	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0
OTU_1079	0	0	0	0	0	0	0	0	1	8	0	1	0	1	0	13	3	0	2	0	2	5	3	5	1	3	21	14	36	7	1	1	0	0	0	4	2	1	0	0	18	7	3	0	2	6	4	0
OTU_1065	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	0	0	8	0	0	0	0	2	4	25	0	0	0	1	0	0	6	0	64	0	1	0	54	2	2	0	0	0	1
OTU_1066	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	7	1	3	86	4	1	0	3	1	1	1	3	4	5	0	0	9	2	1	35	0	0	0	0	0	0	2	0	0	0	2	0
OTU_1067	0	2	0	0	0	0	0	0	2	8	0	0	0	0	15	0	0	0	2	0	0	39	0	9	1	4	0	1	0	0	0	0	0	19	5	13	0	0	0	56	0	0	0	0	0	0	0	0
OTU_1069	1	0	0	0	0	0	0	12	3	0	0	0	4	7	0	39	0	3	3	0	3	0	0	61	0	12	2	0	0	0	0	14	5	1	0	0	0	0	0	2	0	1	3	0	0	0	0	0
OTU_1071	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	14	0	0	123	1	19	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_1072	0	0	0	146	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1064	0	0	0	0	0	0	0	2	2	13	0	17	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	1	4	0	8	0	22	0	5	0	79	1	0	0	5	2	0
OTU_985	0	7	0	0	21	26	0	0	0	5	0	0	5	0	0	65	0	1	0	1	2	0	0	4	0	0	0	0	5	0	0	0	0	0	5	0	1	0	0	4	19	6	1	0	0	0	0	0
OTU_1060	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	4	0	14	0	0	3	71	5	7	0	7	3	9	0	3	0	0	0	0	0	0	1	0	4	1	35	3	0	0	0	2	2	1
OTU_1061	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	11	0	0	11	1	30	25	1	0	2	1	0	1	1	0	0	22	9	5	0	0	0	44	0	0	0	8	2	0	0	1
OTU_1062	7	7	1	0	4	0	0	0	13	0	3	0	14	3	0	2	0	0	4	0	3	0	7	1	44	4	3	0	0	0	0	0	0	0	1	7	0	0	0	1	0	2	0	21	20	5	0	1
OTU_1058	0	0	0	0	0	0	3	31	0	0	0	0	2	96	0	0	0	0	0	28	0	0	0	1	6	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	4
OTU_826	0	0	0	0	0	0	0	8	0	0	137	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1
OTU_1053	0	0	0	2	0	0	0	0	0	1	7	3	0	0	1	3	0	0	0	1	0	36	10	3	0	0	1	15	0	1	0	0	0	14	0	16	0	5	0	28	28	2	0	0	0	0	3	0
OTU_1054	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	4	11	0	0	0	8	4	13	0	0	1	0	2	0	0	0	0	4	0	0	0	2	0	113	0	0	0	0	0	0	4	0
OTU_1055	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	27	1	0	0	0	0	2	0	1	1	0	15	5	5	0	0	0	0	15	0	0	0	19	0	8	0	77	0	0	0	0	0	1
OTU_1056	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	160
OTU_1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	6	0	74	0	4	5	9	0	0	0	0	0	0	2	24	0	0	0	18	1	16	0	0	0	4	4	1
OTU_1048	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	1	7	0	49	0	0	19	8	8	0	0	0	0	28	0	14	0	2	0	3	0	15	0	0	0	0	2	1
OTU_1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	1	32	0	1	0	130	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	1	0	0	0	4	0	28	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	18	2	11
OTU_1052	0	0	0	0	20	0	18	0	0	6	0	0	2	2	0	6	0	0	0	0	0	0	64	0	0	8	3	0	0	13	0	0	0	0	0	0	17	0	4	0	13	0	1	0	4	0	0	0
OTU_1043	0	0	0	0	0	0	1	6	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	5	0	0	4	1	133	0	0	0	0	0	0	0	10	0	0	0	0	3	0	2	5	2	0	0
OTU_1044	1	0	0	0	0	0	1	0	0	0	0	1	16	0	0	0	0	0	13	2	6	2	1	0	0	0	4	3	2	0	59	20	21	3	0	0	6	2	0	0	2	1	1	0	0	7	8	0
OTU_1045	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	4	11	1	0	6	0	9	10	23	1	0	0	87	0	0	0	0	0	0	19	0	0	0	0	0	0	3
OTU_982	0	0	2	0	14	0	3	0	0	0	12	11	3	0	36	11	0	1	0	0	0	0	0	0	3	0	0	0	0	0	12	3	0	0	26	28	2	0	4	0	7	0	0	0	0	0	3	2
OTU_1036	0	0	0	0	0	0	0	0	0	1	0	23	0	0	0	1	0	11	2	0	0	0	0	2	0	2	0	2	0	4	0	0	0	0	0	0	0	17	0	40	0	66	0	0	0	10	3	0
OTU_1037	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	13	1	0	0	0	2	0	0	0	0	5	0	14	0	16	0	0	0	122	0	0	0	0	0	0
OTU_1038	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	1	0	0	0	0	24	1	6	0	1	0	0	67	0	0	0	16	0	1	0	61	0	0	0	0	0	0
OTU_1039	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	76	0	0	0	93	0	1	0	1	0	1
OTU_1041	0	0	0	0	0	0	0	1	1	2	1	22	0	0	0	13	0	32	3	0	0	11	0	3	0	0	5	7	2	0	9	0	0	49	0	0	0	12	0	0	0	3	4	2	2	0	0	0
OTU_1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	14	0	0	0	1	6	0	0	0	0	3	0	12	0	5	0	114	0	13	0	0	0	0	8	1
OTU_1034	0	0	0	1	0	7	28	8	5	0	1	6	1	69	1	0	0	0	0	0	0	34	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	4	0	7	3	0	2
OTU_1035	0	0	0	37	2	2	5	0	1	0	0	42	0	0	0	0	26	3	2	1	0	23	10	0	0	0	0	4	1	0	0	0	0	3	3	0	5	1	1	8	0	0	2	2	1	0	0	0
OTU_1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	5	0	0	12	60	2	0	0	0	0	28	1	20	0	0	0	1	21	0	0	0	0	1	0	1
OTU_1030	0	0	0	2	0	0	0	1	0	1	0	0	0	46	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	10	0	0	0	118
OTU_1031	0	0	26	0	2	135	0	0	0	0	1	8	2	0	0	0	2	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1032	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	23	0	0	0	0	0	0
OTU_1033	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	16	48	0	0	0	58	10	0	0	0	0	9	19	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0
OTU_843	13	1	0	1	25	54	19	0	0	0	0	0	8	0	14	0	0	0	0	6	0	15	6	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0
OTU_1023	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	1	0	0	0	0	0	0	0	0	0	33	0	10
OTU_1024	13	1	0	0	1	0	4	4	6	0	0	0	5	6	0	0	0	0	1	4	1	0	0	0	10	1	0	0	0	1	0	2	6	0	0	1	0	1	0	0	0	0	0	95	24	0	0	0
OTU_1025	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	22	0	0	1	103	0	0	0	48	0	0
OTU_1026	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	114	0	0	5	3	38	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_1027	9	2	0	0	0	0	0	17	13	3	4	11	1	16	0	0	0	2	1	0	2	15	1	0	19	0	2	2	3	0	0	0	1	0	1	1	0	3	6	4	0	12	0	12	22	0	0	2
OTU_1028	2	0	0	0	0	41	0	26	0	0	0	0	6	40	2	0	0	2	3	2	0	1	1	0	5	5	0	0	0	0	0	0	2	0	0	0	5	0	0	4	0	0	10	22	2	0	1	5
OTU_980	2	1	0	1	23	19	0	0	2	19	1	0	8	10	6	23	17	3	7	0	0	0	0	0	2	0	0	0	2	0	3	0	0	0	20	0	6	0	0	1	6	0	0	0	0	0	0	6
OTU_1020	0	0	0	0	0	0	6	121	0	0	0	1	0	31	0	0	0	0	2	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0
OTU_1021	0	0	0	0	0	0	0	0	2	0	1	4	0	5	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_1022	0	0	0	0	1	0	0	0	1	0	0	6	4	0	0	0	0	0	0	0	0	21	3	12	0	0	1	20	29	4	0	0	0	6	0	14	0	41	0	0	1	12	4	1	2	1	3	1
OTU_1019	5	0	0	0	0	82	0	0	0	0	0	0	0	0	18	0	0	0	9	0	17	0	0	0	0	0	0	1	0	0	8	0	10	14	3	0	0	0	0	6	0	0	5	0	0	9	0	2
OTU_1014	0	0	2	0	1	3	8	2	0	0	1	45	10	6	0	0	0	0	6	7	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1	77	0	1	0	1	0	4	0	7	1	0	1
OTU_1015	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	12	0	12	0	12	0	0	44	7	75	0	0	0	0	0	0	0	0	0	0	6	1	7	1	0	1	1	4	5
OTU_1016	0	1	0	2	0	0	0	1	8	19	2	0	0	0	0	96	0	6	0	2	3	0	0	0	0	4	5	1	1	10	1	0	0	1	0	1	0	0	0	1	11	0	1	1	3	6	0	3
OTU_1017	0	0	0	0	1	0	2	0	0	0	0	2	26	10	11	0	0	2	52	1	3	2	0	2	21	1	2	0	0	18	4	1	5	0	0	0	1	0	0	2	2	0	0	1	1	7	6	4
OTU_1008	1	0	2	0	16	0	0	0	7	5	0	0	9	0	0	28	2	5	0	0	5	0	0	7	7	0	0	0	10	0	1	0	0	16	1	0	0	8	0	3	30	3	1	0	0	23	0	1
OTU_1010	0	0	4	0	6	77	0	2	7	0	0	5	19	1	15	1	9	0	0	0	0	0	0	4	2	3	0	0	0	15	3	0	3	0	0	0	2	5	0	2	0	0	0	1	2	0	0	3
OTU_1011	0	6	0	0	0	0	0	0	3	2	0	5	0	2	2	3	6	59	6	0	0	3	0	2	0	0	18	0	0	3	0	0	1	15	0	0	0	1	0	2	27	0	3	0	0	14	0	8
OTU_1013	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	3	10	1	0	0	0	0	0	7	0	11	0	17	0	66	2	30	1	0	0	19	2	0
OTU_991	0	3	0	3	2	0	3	0	0	0	18	1	0	0	5	0	0	1	0	0	5	2	68	0	0	8	0	1	0	42	7	0	0	5	0	0	0	1	0	3	7	0	0	1	2	4	0	0
OTU_1004	0	5	0	1	0	0	0	0	1	1	0	0	0	0	9	0	0	4	3	0	0	56	0	5	0	3	0	0	0	0	0	0	0	16	4	14	0	0	0	67	0	0	1	0	0	0	0	2
OTU_1005	0	0	0	1	0	0	1	1	0	0	0	0	29	23	9	1	0	2	40	35	13	0	0	8	1	1	3	0	0	0	1	5	3	0	0	1	2	1	1	1	0	0	2	1	2	0	1	3
OTU_1006	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	9	0	5	0	0	5	0	21	101	0	6	0	13	0	0	0	0	0	0	0	0	9	20	0	0	0	0	0	0	0
OTU_1002	0	0	0	7	0	0	2	0	0	1	0	0	2	0	0	2	5	14	67	2	11	7	0	2	0	1	26	29	0	0	0	0	0	4	0	3	3	0	0	2	0	0	1	0	2	0	0	0
OTU_1003	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	66	0	0	64	3	49	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0
OTU_997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	4	1	0	139	0	16	4	0	0	0	0	1	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	1
OTU_998	0	0	0	0	0	6	0	0	0	0	1	0	1	0	0	16	0	0	0	0	13	20	0	3	0	7	9	7	1	0	0	0	1	33	0	7	0	0	1	16	45	0	1	0	0	6	0	0
OTU_999	0	0	0	0	3	7	0	43	0	1	0	0	0	57	1	0	0	0	1	0	0	0	0	1	3	4	1	0	9	0	3	6	0	0	0	1	0	6	0	2	0	2	13	16	12	0	1	1
OTU_1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	7	0	0	0	2	1	154	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
OTU_994	2	0	10	1	1	0	13	4	3	14	11	2	1	22	3	4	8	7	6	0	0	2	4	0	4	4	14	0	1	3	0	0	1	6	1	0	4	1	1	2	2	10	8	2	4	3	3	3
OTU_995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	7	4	1	0	3	11	0	67	0	1	5	3	2	0	0	0	0	1	0	21	0	0	0	31	0	11	0	0	0	1	1	0
OTU_996	3	2	15	0	0	0	7	17	0	0	0	0	16	22	16	0	0	0	4	8	5	0	0	0	5	0	0	0	3	0	10	15	4	0	0	0	0	0	0	0	0	0	15	20	8	0	0	0
OTU_728	3	3	4	3	13	21	0	1	0	0	32	1	0	0	8	17	2	0	11	3	9	0	0	12	0	0	0	0	0	0	5	28	0	0	0	0	5	0	5	5	3	0	0	0	0	0	0	2
OTU_987	0	0	0	116	0	0	0	0	0	0	0	0	0	0	17	0	0	17	28	0	0	0	0	0	1	10	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
OTU_988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
OTU_989	5	3	5	2	0	46	0	3	2	0	1	0	0	8	7	0	16	0	16	0	0	8	0	0	0	0	0	0	0	0	8	17	0	7	0	10	17	1	0	0	6	3	0	3	2	0	0	0
OTU_990	0	9	0	0	0	0	19	67	0	0	0	1	0	14	0	4	3	1	0	0	0	1	0	2	1	0	1	2	2	0	1	0	0	15	0	1	0	0	0	7	0	8	1	9	3	7	17	0
OTU_992	0	3	0	0	0	0	0	0	0	0	0	1	2	0	2	4	0	41	54	9	0	0	0	5	1	0	7	0	0	0	0	0	8	13	0	0	0	0	0	5	0	0	3	25	2	3	0	8
OTU_993	0	2	0	0	0	8	11	0	0	7	9	6	0	0	0	1	12	4	40	0	0	0	0	3	1	25	0	0	0	0	3	3	1	0	1	0	21	0	3	1	1	0	14	0	19	0	0	0
OTU_983	27	0	0	0	1	29	0	48	0	0	0	0	7	18	0	0	0	0	6	5	0	1	0	0	15	1	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	13	11	0	0	0
OTU_984	11	15	20	2	17	0	0	0	0	8	3	0	1	0	0	2	88	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	15	0	0	0	0	0	5	1	0	0	1	0
OTU_986	0	0	0	0	6	0	0	0	0	1	0	3	0	0	10	15	6	7	2	1	0	4	42	0	1	2	1	5	3	22	1	0	0	2	0	0	0	1	0	4	19	20	0	1	1	7	10	0
OTU_981	0	1	0	0	1	0	0	0	8	0	0	0	13	0	0	0	0	0	0	0	4	0	0	18	0	3	4	4	0	11	0	0	0	6	0	0	0	0	0	88	0	0	8	0	0	8	4	17
OTU_974	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	1	0	1	3	37	29	0	2	0	2	6	19	31	0	0	0	0	0	0	2	25	0	25	3	2	1	0	0	0	6	0
OTU_975	0	0	0	0	26	0	0	1	0	2	0	9	2	0	0	0	0	2	0	1	0	25	35	29	2	2	1	5	15	0	0	0	0	0	0	0	0	22	3	0	1	0	0	1	10	0	6	0
OTU_976	0	0	0	1	0	143	0	0	1	0	0	0	1	0	13	0	0	0	0	2	0	3	0	0	0	5	0	0	0	10	5	0	0	0	0	0	1	4	3	0	0	0	0	0	0	7	0	1
OTU_977	0	0	0	23	0	0	0	0	6	0	0	0	3	21	0	0	0	5	16	104	5	0	0	0	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	3
OTU_978	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	4	24	24	0	0	44	2	18	0	0	0	0	4	0	29	0	12	0	0	4	12	3	0	0	11	0	0
OTU_979	7	0	0	0	3	1	0	1	4	0	0	0	28	7	7	0	4	17	3	5	0	18	0	29	4	5	6	0	0	0	0	0	5	0	0	29	1	0	0	13	0	1	0	0	0	0	2	0
OTU_967	3	0	0	1	1	0	15	5	0	2	0	0	8	15	0	0	0	0	7	0	1	0	0	0	4	33	1	0	2	0	0	10	3	2	0	1	0	0	0	0	0	0	51	18	18	0	0	0
OTU_971	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	2	0	32	1	23	10	3	20	0	0	4	1	0	0	0	0	23	0	29	0	48	0	0	0	0	0	0
OTU_972	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	172	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	5	0	8	0	0	0	2	0	4
OTU_973	0	0	0	0	0	0	8	0	0	4	0	0	0	10	0	0	0	0	4	0	0	1	0	6	6	0	1	1	0	74	0	0	0	6	0	0	0	7	0	30	0	27	0	1	0	6	3	6
OTU_954	0	4	0	0	0	1	0	0	0	5	0	0	0	0	0	4	24	3	0	0	0	1	0	25	0	0	0	0	3	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	110
OTU_966	0	0	0	0	0	1	5	3	4	14	0	9	1	0	51	0	0	9	2	6	0	0	5	0	0	0	0	0	0	6	0	1	8	0	0	2	0	7	0	7	0	14	2	4	0	18	21	2
OTU_968	3	10	0	0	0	0	0	2	1	0	141	0	0	6	1	0	0	0	0	0	2	1	0	0	14	12	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	6	0	0	1	0	0
OTU_969	0	1	0	0	0	5	5	0	0	1	145	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	4	0	0	0	0	0	2	12	0	2	0	0	0	0	0
OTU_970	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	41	14	0	7	3	0	6	14	0	0	16	0	0	73	0	0	0	0	0	13	1	13	0	0	0	0	0	0
OTU_960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	1	0	0	0	0	33	0	0	0	0	12	148	1	0	0	0	0	0	0
OTU_961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_962	0	0	3	1	0	0	2	4	5	0	40	25	0	28	34	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	2	0	0	5	3	4	0	3	0	1	0	0	5	1	3	7	1	21
OTU_963	1	5	1	0	20	0	0	0	10	0	0	1	4	0	0	7	0	0	15	0	0	1	104	0	2	0	2	1	0	0	0	0	0	4	0	11	0	0	0	1	7	0	0	0	1	5	0	0
OTU_964	0	0	2	1	13	0	0	0	0	8	0	6	0	1	0	19	5	4	4	0	0	3	0	14	0	0	0	0	2	4	18	20	0	1	0	10	0	0	0	6	21	8	0	0	1	0	14	18
OTU_965	0	0	0	0	0	0	6	5	0	0	0	0	9	11	0	10	0	0	0	6	0	1	45	4	8	0	4	0	0	20	0	0	10	20	0	11	0	5	0	0	14	0	0	0	2	0	12	0
OTU_956	4	0	0	0	0	0	47	31	0	0	0	0	0	6	0	0	51	17	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	6	4	0	0	0	1	1	11	2	6	0	7
OTU_958	0	9	0	0	0	0	24	62	0	0	0	0	0	24	0	6	12	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	7	0	0	0	0	0	8	1	5	0	9	13	1	17	0
OTU_959	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	5	0	0	0	29	6	0	0	7	8	8	30	33	0	0	0	11	0	11	0	0	0	8	15	1	4	0	0	14	3	5
OTU_951	23	13	7	0	0	0	0	1	13	0	0	0	5	3	0	0	0	0	23	1	19	0	0	0	19	11	9	0	0	0	2	18	25	0	0	0	5	0	2	0	0	0	6	0	0	0	0	0
OTU_952	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	14	0	3	0	0	30	14	18	19	0	0	0	13	0	0	0	46	0	26	0	17	2	0	0	1	0	0
