OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_712	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_726	Bacteria	Cyanobacteria	Chloroplast	uncultured eukaryote	?	?	?
OTU_723	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. TAPP7
OTU_730	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_727	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	?
OTU_725	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MSB-1E8	?	?
OTU_722	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	?	?
OTU_724	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	?	?
OTU_728	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	?
OTU_732	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_738	Bacteria	Proteobacteria	?	?	?	?	?
OTU_729	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	?	?
OTU_740	Bacteria	Proteobacteria	?	?	?	?	?
OTU_731	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_742	Bacteria	Microgenomates	?	?	?	?	?
OTU_736	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter sp. HJX24
OTU_733	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	?
OTU_735	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	uncultured soil bacterium
OTU_745	Bacteria	Proteobacteria	?	?	?	?	?
OTU_734	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	Corynebacterium thomssenii
OTU_747	Bacteria	Proteobacteria	?	?	?	?	?
OTU_737	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	?
OTU_749	Bacteria	Cyanobacteria	Chloroplast	Bryum argenteum var. argenteum	?	?	?
OTU_750	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_741	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured actinobacterium
OTU_748	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	uncultured Deinococcales bacterium
OTU_743	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	?	?
OTU_739	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	?
OTU_752	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	uncultured Tremellomycetes
OTU_754	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_753	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_744	Bacteria	Parcubacteria	?	?	?	?	?
OTU_746	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Paraburkholderia	?
OTU_751	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_762	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_758	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	?	?
OTU_756	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	Terriglobus roseus
OTU_759	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_764	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_761	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_755	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	?
OTU_769	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_760	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	?
OTU_757	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus simplex
OTU_766	Bacteria	Chloroflexi	TK10	uncultured Chloroflexi bacterium	?	?	?
OTU_772	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_763	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Ellin6055	uncultured Sphingomonadaceae bacterium	?
OTU_767	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	uncultured Bacteroidetes bacterium
OTU_768	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured organism
OTU_765	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
OTU_775	Bacteria	Proteobacteria	?	?	?	?	?
OTU_774	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Nostoc	uncultured Nostoc sp.
OTU_770	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
OTU_779	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_778	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_771	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	?
OTU_777	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	?
OTU_776	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	?
OTU_773	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter tataouinensis
OTU_784	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_780	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_782	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	uncultured Alicyclobacillaceae bacterium
OTU_783	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?
OTU_781	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU_786	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	?	?
OTU_791	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_788	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_792	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_785	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	?	?
OTU_789	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	?	?
OTU_798	Bacteria	Parcubacteria	?	?	?	?	?
OTU_787	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	uncultured soil bacterium
OTU_794	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	[Caedibacter] caryophilus group	?	?
OTU_790	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonas sp.
OTU_796	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_793	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	?
OTU_799	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Neocatenulostroma	Neocatenulostroma microsporum
OTU_802	Bacteria	Proteobacteria	?	?	?	?	?
OTU_795	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter antarcticus
OTU_797	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	?
OTU_800	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	?
OTU_801	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. SN6-13
OTU_804	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Cellulosimicrobium cellulans
OTU_806	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	?	?
OTU_805	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia	?
OTU_813	Bacteria	Proteobacteria	?	?	?	?	?
OTU_807	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_808	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	?
OTU_810	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera	?
OTU_809	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_811	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter tritici
OTU_812	Bacteria	FBP	?	?	?	?	?
OTU_817	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_818	Bacteria	Proteobacteria	?	?	?	?	?
OTU_815	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured Solirubrobacter sp.
OTU_823	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_816	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	?
OTU_822	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_814	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	?
OTU_826	Bacteria	?	?	?	?	?	?
OTU_803	Bacteria	Proteobacteria	?	?	?	?	?
OTU_821	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus sp. Lab-1
OTU_827	Bacteria	?	?	?	?	?	?
OTU_831	Bacteria	?	?	?	?	?	?
OTU_820	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	uncultured soil bacterium
OTU_825	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	?	?
OTU_828	Bacteria	Cyanobacteria	Chloroplast	Gloeotilopsis sterilis	?	?	?
OTU_819	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_829	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	Terriglobus roseus
OTU_835	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_830	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_824	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	uncultured Nakamurellaceae bacterium
OTU_833	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	?
OTU_840	Bacteria	Proteobacteria	?	?	?	?	?
OTU_832	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	?	?
OTU_837	Bacteria	FBP	uncultured endolithic bacterium	?	?	?	?
OTU_836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas aerilata
OTU_834	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_844	Bacteria	Gracilibacteria	?	?	?	?	?
OTU_845	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	uncultured Deinococcales bacterium
OTU_842	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Nostoc	?
OTU_841	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	?
OTU_849	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_843	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332	?	?
OTU_847	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	?
OTU_846	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	?
OTU_852	Bacteria	?	?	?	?	?	?
OTU_850	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	?
OTU_848	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_856	Bacteria	Gracilibacteria	?	?	?	?	?
OTU_855	Eukaryota	Incertae Sedis	Incertae Sedis	Mucorales	Mucoraceae	Mucor	Mucor fuscus
OTU_838	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_851	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	?
OTU_854	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_853	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri
OTU_857	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas ludipueritiae
OTU_861	Bacteria	FBP	?	?	?	?	?
OTU_860	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU_864	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_858	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	?
OTU_865	Bacteria	Proteobacteria	?	?	?	?	?
OTU_862	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylopila	Methylopila musalis
OTU_859	Bacteria	Proteobacteria	?	?	?	?	?
OTU_869	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus sp. Lab-1
OTU_863	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured Rubellimicrobium sp.
OTU_870	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_867	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium radiobacter
OTU_868	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	?
OTU_874	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU_872	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Nostoc	uncultured Nostoc sp.
OTU_866	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	?
OTU_877	Eukaryota	Incertae Sedis	Incertae Sedis	Mucorales	Mucoraceae	Mucor	Mucor fuscus
OTU_880	Bacteria	Gracilibacteria	?	?	?	?	?
OTU_871	Bacteria	Proteobacteria	Gammaproteobacteria	HTA4	?	?	?
OTU_873	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Nevskiaceae	Hydrocarboniphaga	?
OTU_876	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	?
OTU_875	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	?
OTU_878	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	uncultured organism
OTU_882	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	?
OTU_883	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	Quadrisphaera sp. THG-DM1
OTU_886	Bacteria	Cyanobacteria	?	?	?	?	?
OTU_884	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
OTU_888	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	?
OTU_891	Bacteria	Proteobacteria	?	?	?	?	?
OTU_892	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_881	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_893	Bacteria	Gracilibacteria	?	?	?	?	?
OTU_887	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	?	?
OTU_839	Bacteria	?	?	?	?	?	?
OTU_889	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. TAPP7
OTU_899	Bacteria	Proteobacteria	?	?	?	?	?
OTU_890	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Caulobacter sp. THG-DN8.6
OTU_901	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_895	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	LWSR-14	?	?
OTU_902	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_897	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	?
OTU_894	Bacteria	Proteobacteria	?	?	?	?	?
OTU_903	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_898	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_906	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_896	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	bacterium Ellin6048
OTU_910	Bacteria	Proteobacteria	?	?	?	?	?
OTU_905	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	uncultured Sphingobacteriaceae bacterium
OTU_900	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf17
OTU_912	Bacteria	?	?	?	?	?	?
OTU_908	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_914	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_907	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Nostoc	uncultured Nostoc sp.
OTU_913	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_904	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	?
OTU_909	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	?
OTU_918	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	?	?
OTU_911	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_919	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia	?
OTU_916	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	?	?
OTU_921	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_915	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	?	?
OTU_917	Bacteria	Proteobacteria	?	?	?	?	?
OTU_920	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	Corynebacterium imitans
OTU_927	Bacteria	Proteobacteria	?	?	?	?	?
OTU_926	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU_924	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured Armatimonadetes bacterium	?
OTU_929	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_928	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	?
OTU_925	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	uncultured soil bacterium	?
OTU_922	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	?
OTU_930	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
OTU_931	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	?	?
OTU_934	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. MSL 25
OTU_937	Bacteria	Proteobacteria	?	?	?	?	?
OTU_932	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. W2.10-27
OTU_933	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	uncultured alpha proteobacterium
OTU_936	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Chroococcidiopsis	Synechocystis sp. PCC 7509
OTU_923	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_940	Bacteria	Verrucomicrobia	Opitutae	?	?	?	?
OTU_938	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_939	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU_935	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_942	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_945	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_948	Bacteria	?	?	?	?	?	?
OTU_885	Bacteria	Acidobacteria	?	?	?	?	?
OTU_944	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia	alpha proteobacterium P40
OTU_947	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Endobacter	Heliconius melpomene melpomene
OTU_941	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	?
OTU_943	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	Moraxella osloensis
OTU_950	Bacteria	FBP	uncultured organism	?	?	?	?
OTU_949	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Weeksella	Weeksella virosa DSM 16922
OTU_956	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter antarcticus
OTU_952	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_946	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	uncultured Methylibium sp.
OTU_958	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_957	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	uncultured Phenylobacterium sp.
OTU_954	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_953	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	?
OTU_955	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus circulans
OTU_959	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	?	?
OTU_962	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	?
OTU_966	Bacteria	Gracilibacteria	?	?	?	?	?
OTU_965	Bacteria	?	?	?	?	?	?
OTU_963	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium rivuli
OTU_964	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera	?
OTU_960	Bacteria	Proteobacteria	Gammaproteobacteria	HTA4	?	?	?
OTU_961	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_967	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	?	?
OTU_974	Bacteria	?	?	?	?	?	?
OTU_973	Bacteria	Cyanobacteria	Chloroplast	uncultured eukaryote	?	?	?
OTU_970	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	?
OTU_969	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	?	?
OTU_968	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonas sp.
OTU_971	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	uncultured sediment bacterium	?	?
OTU_972	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Psychroglaciecola	uncultured organism
OTU_981	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Lecanora strobilina	?
OTU_975	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	?
OTU_977	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	?	?
OTU_980	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	?
OTU_986	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_978	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	?
OTU_979	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	?	?
OTU_988	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_990	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_982	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii
OTU_983	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	?
OTU_984	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	288-2	?	?
OTU_992	Archaea	Aenigmarchaeota	?	?	?	?	?
OTU_987	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	?
OTU_997	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_985	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_989	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	uncultured Sphingobium sp.
OTU_1000	Bacteria	Proteobacteria	?	?	?	?	?
OTU_995	Bacteria	Proteobacteria	?	?	?	?	?
OTU_1002	Bacteria	?	?	?	?	?	?
